2023-12-18 18:17:37.492991,table,67.0,"[442.78912, 187.05646, 534.55524, 315.89566]"
2023-12-18 18:17:37.533258,table,67.0,"[442.75305, 187.10034, 534.67505, 315.8686]"
2023-12-18 18:17:37.573220,table,67.0,"[442.7032, 187.0697, 534.80524, 316.0647]"
2023-12-18 18:17:37.613168,table,67.0,"[443.5481, 187.12155, 534.5863, 316.02124]"
2023-12-18 18:17:37.653142,table,67.0,"[443.37506, 187.3194, 534.5214, 315.98]"
2023-12-18 18:17:37.693061,table,67.0,"[443.4201, 187.25714, 534.42017, 315.93384]"
2023-12-18 18:17:37.733089,table,67.0,"[443.2788, 187.24734, 534.6805, 315.9484]"
2023-12-18 18:17:37.773232,table,67.0,"[443.60083, 187.46219, 534.35596, 315.90823]"
2023-12-18 18:17:37.813309,table,67.0,"[443.0819, 187.07098, 534.71106, 315.87772]"
2023-12-18 18:17:37.853502,table,67.0,"[443.0946, 187.3197, 534.51086, 315.99948]"
2023-12-18 18:17:37.893337,table,67.0,"[443.58502, 187.41699, 534.45526, 315.90582]"
2023-12-18 18:17:37.934400,table,67.0,"[443.67633, 187.37378, 534.42267, 315.86218]"
2023-12-18 18:17:37.975684,table,67.0,"[443.01697, 187.12015, 534.3441, 315.84482]"
2023-12-18 18:17:38.015803,table,67.0,"[443.27527, 187.0169, 534.4332, 315.82504]"
2023-12-18 18:17:38.057574,table,67.0,"[443.3692, 187.28983, 534.55646, 315.8634]"
2023-12-18 18:17:38.097453,table,67.0,"[443.41705, 187.30893, 534.507, 315.80927]"
2023-12-18 18:17:38.137200,table,67.0,"[443.42633, 187.4813, 534.5485, 315.93488]"
2023-12-18 18:17:38.178219,table,67.0,"[443.0144, 187.2255, 534.5649, 315.93063]"
2023-12-18 18:17:38.218167,table,67.0,"[443.48285, 187.30121, 534.32245, 315.80792]"
2023-12-18 18:17:38.258377,table,67.0,"[443.25018, 187.16928, 534.6956, 315.95425]"
2023-12-18 18:17:38.298328,table,67.0,"[443.5108, 187.33185, 534.4068, 315.91528]"
2023-12-18 18:17:38.338007,table,67.0,"[443.29205, 187.25781, 534.4266, 315.96436]"
2023-12-18 18:17:38.380109,table,67.0,"[443.3606, 187.37119, 534.3052, 315.7862]"
2023-12-18 18:17:38.420081,table,67.0,"[443.10272, 187.37927, 534.51984, 316.0021]"
2023-12-18 18:17:38.459919,table,67.0,"[443.15765, 187.42276, 534.53296, 315.91574]"
2023-12-18 18:17:38.499627,table,67.0,"[443.62964, 187.53772, 534.30945, 315.8319]"
2023-12-18 18:17:38.539992,table,67.0,"[443.2428, 187.24777, 534.33594, 315.82712]"
2023-12-18 18:17:38.580125,table,67.0,"[442.6092, 187.54279, 534.5495, 316.102]"
2023-12-18 18:17:38.619910,table,67.0,"[443.84613, 187.03665, 534.55756, 315.88312]"
2023-12-18 18:17:38.659913,table,67.0,"[443.0515, 187.25775, 534.2699, 315.82513]"
2023-12-18 18:17:38.699701,table,67.0,"[442.90802, 187.31326, 534.74884, 315.91895]"
2023-12-18 18:17:38.739642,table,67.0,"[443.72205, 187.42233, 534.6017, 315.8607]"
2023-12-18 18:17:38.779690,table,67.0,"[443.28088, 187.38394, 534.6406, 315.88092]"
2023-12-18 18:17:38.819590,table,67.0,"[443.20947, 186.98318, 534.7307, 316.05954]"
2023-12-18 18:17:38.859864,table,67.0,"[443.72534, 187.17603, 534.5703, 315.7821]"
2023-12-18 18:17:38.899716,table,67.0,"[443.45703, 187.25, 534.529, 316.0244]"
2023-12-18 18:17:38.939543,table,67.0,"[443.289, 187.26428, 534.57355, 315.93024]"
